0
2001
# eps (GeV/fm^3)  P (GeV/fm^3)      s (fm^-3)      n_b (fm^-3)      x                T (GeV)       mu_b (GeV)     mu_s (GeV)      c_2^2            deps/dT|(n/s)
   0.0            0.0              0.0            0.0            0.0               0.0            0.0            0.0              0.0                       0.0
   0.8090000000   0.1253001869     5.3289139988   0.0000000000   0.0000000000	   0.1753265650   0.0000000000   0.0000000000	  0.14587517105625819        36.530644387595352     
   0.8110000000   0.1255919297     5.3403195039   0.0000000000   0.0000000000	   0.1753812537   0.0000000000   0.0000000000	  0.14586759649921457        36.610732143657430     
   0.8130000000   0.1258836573     5.3517214568   0.0000000000   0.0000000000	   0.1754358228   0.0000000000   0.0000000000	  0.14586007294713701        36.690791034655966     
   0.8150000000   0.1261753700     5.3631198676   0.0000000000   0.0000000000	   0.1754902730   0.0000000000   0.0000000000	  0.14585260004913742        36.770821128851722     
   0.8170000000   0.1264670677     5.3745147461   0.0000000000   0.0000000000	   0.1755446049   0.0000000000   0.0000000000	  0.14584517745746606        36.850822494193672     
   0.8190000000   0.1267587507     5.3859061023   0.0000000000   0.0000000000	   0.1755988190   0.0000000000   0.0000000000	  0.14583780482747333        36.930795198321981     
   0.8210000000   0.1270504190     5.3972939458   0.0000000000   0.0000000000	   0.1756529158   0.0000000000   0.0000000000	  0.14583048181757582        37.010739308570251     
   0.8230000000   0.1273420726     5.4086782865   0.0000000000   0.0000000000	   0.1757068959   0.0000000000   0.0000000000	  0.14582320808939050        37.090654891923798     
   0.8250000000   0.1276337118     5.4200591340   0.0000000000   0.0000000000	   0.1757607598   0.0000000000   0.0000000000	  0.14581598330703360        37.170542015192687     
   0.8270000000   0.1279253366     5.4314364980   0.0000000000   0.0000000000	   0.1758145082   0.0000000000   0.0000000000	  0.14580880713808400        37.250400744759581     
   0.8290000000   0.1282169471     5.4428103881   0.0000000000   0.0000000000	   0.1758681414   0.0000000000   0.0000000000	  0.14580167925289028        37.330231146749810     
   0.8310000000   0.1285085433     5.4541808138   0.0000000000   0.0000000000	   0.1759216601   0.0000000000   0.0000000000	  0.14579459932469896        37.410033286992707     
   0.8330000000   0.1288001255     5.4655477846   0.0000000000   0.0000000000	   0.1759750648   0.0000000000   0.0000000000	  0.14578756702962578        37.489807231021999     
   0.8350000000   0.1290916936     5.4769113100   0.0000000000   0.0000000000	   0.1760283559   0.0000000000   0.0000000000	  0.14578058204662442        37.569553044079328     
   0.8370000000   0.1293832478     5.4882713993   0.0000000000   0.0000000000	   0.1760815341   0.0000000000   0.0000000000	  0.14577364405745363        37.649270791114390     
   0.8390000000   0.1296747882     5.4996280620   0.0000000000   0.0000000000	   0.1761345999   0.0000000000   0.0000000000	  0.14576675274664735        37.728960536788918     
   0.8410000000   0.1299663148     5.5109813072   0.0000000000   0.0000000000	   0.1761875536   0.0000000000   0.0000000000	  0.14575990780148482        37.808622345476742     
   0.8430000000   0.1302578278     5.5223311442   0.0000000000   0.0000000000	   0.1762403960   0.0000000000   0.0000000000	  0.14575310891196142        37.888256281266891     
   0.8450000000   0.1305493273     5.5336775824   0.0000000000   0.0000000000	   0.1762931274   0.0000000000   0.0000000000	  0.14574635577075723        37.967862407965136     
   0.8470000000   0.1308408132     5.5450206307   0.0000000000   0.0000000000	   0.1763457484   0.0000000000   0.0000000000	  0.14573964807320780        38.047440789095631     
   0.8490000000   0.1311322859     5.5563602983   0.0000000000   0.0000000000	   0.1763982595   0.0000000000   0.0000000000	  0.14573298551727959        38.126991487902622     
   0.8510000000   0.1314237452     5.5676965943   0.0000000000   0.0000000000	   0.1764506611   0.0000000000   0.0000000000	  0.14572636780353546        38.206514567353103     
   0.8530000000   0.1317151913     5.5790295277   0.0000000000   0.0000000000	   0.1765029538   0.0000000000   0.0000000000	  0.14571979463511295        38.286010090137957     
   0.8550000000   0.1320066244     5.5903591075   0.0000000000   0.0000000000	   0.1765551381   0.0000000000   0.0000000000	  0.14571326571770990        38.365478118668591     
   0.8570000000   0.1322980444     5.6016853425   0.0000000000   0.0000000000	   0.1766072144   0.0000000000   0.0000000000	  0.14570678075948557        38.444918715098936     
   0.8590000000   0.1325894515     5.6130082417   0.0000000000   0.0000000000	   0.1766591832   0.0000000000   0.0000000000	  0.14570033947114394        38.524331941298229     
   0.8610000000   0.1328808458     5.6243278140   0.0000000000   0.0000000000	   0.1767110450   0.0000000000   0.0000000000	  0.14569394156583787        38.603717858870603     
   0.8630000000   0.1331722273     5.6356440680   0.0000000000   0.0000000000	   0.1767628003   0.0000000000   0.0000000000	  0.14568758675954613        38.683076529235180     
   0.8650000000   0.1334635961     5.6469570125   0.0000000000   0.0000000000	   0.1768144496   0.0000000000   0.0000000000	  0.14568127476948001        38.762408013301688     
   0.8670000000   0.1337549524     5.6582666563   0.0000000000   0.0000000000	   0.1768659933   0.0000000000   0.0000000000	  0.14567500531641744        38.841712371959581     
   0.8690000000   0.1340462961     5.6695730080   0.0000000000   0.0000000000	   0.1769174318   0.0000000000   0.0000000000	  0.14566877812310139        38.920989665755265     
   0.8710000000   0.1343376275     5.6808760761   0.0000000000   0.0000000000	   0.1769687657   0.0000000000   0.0000000000	  0.14566259291461209        39.000239954974866     
   0.8730000000   0.1346289465     5.6921758694   0.0000000000   0.0000000000	   0.1770199954   0.0000000000   0.0000000000	  0.14565644941834155        39.079463299645482     
   0.8750000000   0.1349202533     5.7034723963   0.0000000000   0.0000000000	   0.1770711214   0.0000000000   0.0000000000	  0.14565034736412635        39.158659759494661     
   0.8770000000   0.1352115479     5.7147656653   0.0000000000   0.0000000000	   0.1771221441   0.0000000000   0.0000000000	  0.14564428648358851        39.237829394122819     
   0.8790000000   0.1355028305     5.7260556848   0.0000000000   0.0000000000	   0.1771730640   0.0000000000   0.0000000000	  0.14563826651106646        39.316972262748344     
   0.8810000000   0.1357941010     5.7373424633   0.0000000000   0.0000000000	   0.1772238815   0.0000000000   0.0000000000	  0.14563228718295601        39.396088424380494     
   0.8830000000   0.1360853596     5.7486260091   0.0000000000   0.0000000000	   0.1772745971   0.0000000000   0.0000000000	  0.14562634823784326        39.475177937777701     
   0.8850000000   0.1363766064     5.7599063306   0.0000000000   0.0000000000	   0.1773252112   0.0000000000   0.0000000000	  0.14562044941648880        39.554240861449031     
   0.8870000000   0.1366678414     5.7711834360   0.0000000000   0.0000000000	   0.1773757242   0.0000000000   0.0000000000	  0.14561459046179584        39.633277253657049     
   0.8890000000   0.1369590647     5.7824573335   0.0000000000   0.0000000000	   0.1774261366   0.0000000000   0.0000000000	  0.14560877111879592        39.712287172417057     
   0.8910000000   0.1372502765     5.7937280314   0.0000000000   0.0000000000	   0.1774764488   0.0000000000   0.0000000000	  0.14560299113462322        39.791270675501529     
   0.8930000000   0.1375414767     5.8049955378   0.0000000000   0.0000000000	   0.1775266613   0.0000000000   0.0000000000	  0.14559725025849277        39.870227820438856     
   0.8950000000   0.1378326655     5.8162598609   0.0000000000   0.0000000000	   0.1775767744   0.0000000000   0.0000000000	  0.14559154824167944        39.949158664517427     
   0.8970000000   0.1381238429     5.8275210087   0.0000000000   0.0000000000	   0.1776267887   0.0000000000   0.0000000000	  0.14558588483742005        40.028063264806491     
   0.8990000000   0.1384150090     5.8387789893   0.0000000000   0.0000000000	   0.1776767045   0.0000000000   0.0000000000	  0.14558025980120529        40.106941678072417     
   0.9010000000   0.1387061640     5.8500338107   0.0000000000   0.0000000000	   0.1777265222   0.0000000000   0.0000000000	  0.14557467289028614        40.185793960909592     
   0.9030000000   0.1389973077     5.8612854808   0.0000000000   0.0000000000	   0.1777762423   0.0000000000   0.0000000000	  0.14556912386397161        40.264620169655302     
   0.9050000000   0.1392884404     5.8725340076   0.0000000000   0.0000000000	   0.1778258651   0.0000000000   0.0000000000	  0.14556361248352617        40.343420360413589     
   0.9070000000   0.1395795622     5.8837793990   0.0000000000   0.0000000000	   0.1778753912   0.0000000000   0.0000000000	  0.14555813851215216        40.422194589055145     
   0.9090000000   0.1398706730     5.8950216627   0.0000000000   0.0000000000	   0.1779248208   0.0000000000   0.0000000000	  0.14555270171496992        40.500942911220228     
   0.9110000000   0.1401617730     5.9062608067   0.0000000000   0.0000000000	   0.1779741544   0.0000000000   0.0000000000	  0.14554730185899706        40.579665382319590     
   0.9130000000   0.1404528622     5.9174968388   0.0000000000   0.0000000000	   0.1780233925   0.0000000000   0.0000000000	  0.14554193871313095        40.658362057535328     
   0.9150000000   0.1407439407     5.9287297665   0.0000000000   0.0000000000	   0.1780725353   0.0000000000   0.0000000000	  0.14553661204813054        40.737032991822957     
   0.9170000000   0.1410350087     5.9399595977   0.0000000000   0.0000000000	   0.1781215833   0.0000000000   0.0000000000	  0.14553132163659413        40.815678239912600     
   0.9190000000   0.1413260660     5.9511863401   0.0000000000   0.0000000000	   0.1781705370   0.0000000000   0.0000000000	  0.14552606725294490        40.894297856310509     
   0.9210000000   0.1416171129     5.9624100012   0.0000000000   0.0000000000	   0.1782193966   0.0000000000   0.0000000000	  0.14552084867340903        40.972891895299973     
   0.9230000000   0.1419081494     5.9736305887   0.0000000000   0.0000000000	   0.1782681626   0.0000000000   0.0000000000	  0.14551566567600011        41.051460410943541     
   0.9250000000   0.1421991756     5.9848481100   0.0000000000   0.0000000000	   0.1783168354   0.0000000000   0.0000000000	  0.14551051804050325        41.130003457082474     
   0.9270000000   0.1424901915     5.9960625729   0.0000000000   0.0000000000	   0.1783654154   0.0000000000   0.0000000000	  0.14550540554845243        41.208521087340856     
   0.9290000000   0.1427811972     6.0072739846   0.0000000000   0.0000000000	   0.1784139029   0.0000000000   0.0000000000	  0.14550032798311610        41.287013355124600     
   0.9310000000   0.1430721928     6.0184823527   0.0000000000   0.0000000000	   0.1784622983   0.0000000000   0.0000000000	  0.14549528512947879        41.365480313624232     
   0.9330000000   0.1433631784     6.0296876847   0.0000000000   0.0000000000	   0.1785106020   0.0000000000   0.0000000000	  0.14549027677422849        41.443922015814522     
   0.9350000000   0.1436541539     6.0408899878   0.0000000000   0.0000000000	   0.1785588143   0.0000000000   0.0000000000	  0.14548530270573271        41.522338514457758     
   0.9370000000   0.1439451196     6.0520892695   0.0000000000   0.0000000000	   0.1786069358   0.0000000000   0.0000000000	  0.14548036271402703        41.600729862103961     
   0.9390000000   0.1442360754     6.0632855371   0.0000000000   0.0000000000	   0.1786549666   0.0000000000   0.0000000000	  0.14547545659079766        41.679096111091482     
   0.9410000000   0.1445270214     6.0744787977   0.0000000000   0.0000000000	   0.1787029073   0.0000000000   0.0000000000	  0.14547058412936503        41.757437313549850     
   0.9430000000   0.1448179577     6.0856690588   0.0000000000   0.0000000000	   0.1787507581   0.0000000000   0.0000000000	  0.14546574512466678        41.835753521400157     
   0.9450000000   0.1451088844     6.0968563276   0.0000000000   0.0000000000	   0.1787985194   0.0000000000   0.0000000000	  0.14546093937324342        41.914044786355937     
   0.9470000000   0.1453998015     6.1080406111   0.0000000000   0.0000000000	   0.1788461916   0.0000000000   0.0000000000	  0.14545616667322184        41.992311159925030     
   0.9490000000   0.1456907090     6.1192219165   0.0000000000   0.0000000000	   0.1788937750   0.0000000000   0.0000000000	  0.14545142682430173        42.070552693410576     
   0.9510000000   0.1459816072     6.1304002511   0.0000000000   0.0000000000	   0.1789412701   0.0000000000   0.0000000000	  0.14544671962773612        42.148769437911959     
   0.9530000000   0.1462724959     6.1415756218   0.0000000000   0.0000000000	   0.1789886771   0.0000000000   0.0000000000	  0.14544204488632270        42.226961444326655     
   0.9550000000   0.1465633753     6.1527480357   0.0000000000   0.0000000000	   0.1790359964   0.0000000000   0.0000000000	  0.14543740240438199        42.305128763350929     
   0.9570000000   0.1468542455     6.1639174999   0.0000000000   0.0000000000	   0.1790832284   0.0000000000   0.0000000000	  0.14543279198774672        42.383271445480958     
   0.9590000000   0.1471451065     6.1750840213   0.0000000000   0.0000000000	   0.1791303734   0.0000000000   0.0000000000	  0.14542821344374762        42.461389541014562     
   0.9610000000   0.1474359584     6.1862476069   0.0000000000   0.0000000000	   0.1791774317   0.0000000000   0.0000000000	  0.14542366658119821        42.539483100051399     
   0.9630000000   0.1477268012     6.1974082636   0.0000000000   0.0000000000	   0.1792244038   0.0000000000   0.0000000000	  0.14541915121037818        42.617552172494776     
   0.9650000000   0.1480176350     6.2085659983   0.0000000000   0.0000000000	   0.1792712899   0.0000000000   0.0000000000	  0.14541466714302226        42.695596808053153     
   0.9670000000   0.1483084598     6.2197208179   0.0000000000   0.0000000000	   0.1793180904   0.0000000000   0.0000000000	  0.14541021419230715        42.773617056240283     
   0.9690000000   0.1485992758     6.2308727293   0.0000000000   0.0000000000	   0.1793648056   0.0000000000   0.0000000000	  0.14540579217283292        42.851612966377857     
   0.9710000000   0.1488900830     6.2420217391   0.0000000000   0.0000000000	   0.1794114359   0.0000000000   0.0000000000	  0.14540140090061693        42.929584587594164     
   0.9730000000   0.1491808814     6.2531678543   0.0000000000   0.0000000000	   0.1794579815   0.0000000000   0.0000000000	  0.14539704019307295        43.007531968827912     
   0.9750000000   0.1494716712     6.2643110815   0.0000000000   0.0000000000	   0.1795044429   0.0000000000   0.0000000000	  0.14539270986900096        43.085455158827784     
   0.9770000000   0.1497624523     6.2754514274   0.0000000000   0.0000000000	   0.1795508204   0.0000000000   0.0000000000	  0.14538840974857672        43.163354206153450     
   0.9790000000   0.1500532248     6.2865888989   0.0000000000   0.0000000000	   0.1795971142   0.0000000000   0.0000000000	  0.14538413965333535        43.241229159177351     
   0.9810000000   0.1503439888     6.2977235024   0.0000000000   0.0000000000	   0.1796433248   0.0000000000   0.0000000000	  0.14537989940615714        43.319080066085377     
   0.9830000000   0.1506347444     6.3088552446   0.0000000000   0.0000000000	   0.1796894524   0.0000000000   0.0000000000	  0.14537568883125976        43.396906974878497     
   0.9850000000   0.1509254916     6.3199841322   0.0000000000   0.0000000000	   0.1797354974   0.0000000000   0.0000000000	  0.14537150775418325        43.474709933372679     
   0.9870000000   0.1512162304     6.3311101717   0.0000000000   0.0000000000	   0.1797814600   0.0000000000   0.0000000000	  0.14536735600177625        43.552488989200945     
   0.9890000000   0.1515069610     6.3422333696   0.0000000000   0.0000000000	   0.1798273407   0.0000000000   0.0000000000	  0.14536323340218665        43.630244189813872     
   0.9910000000   0.1517976833     6.3533537324   0.0000000000   0.0000000000	   0.1798731397   0.0000000000   0.0000000000	  0.14535913978484322        43.707975582481836     
   0.9930000000   0.1520883975     6.3644712667   0.0000000000   0.0000000000	   0.1799188573   0.0000000000   0.0000000000	  0.14535507498045611        43.785683214293435     
   0.9950000000   0.1523791036     6.3755859788   0.0000000000   0.0000000000	   0.1799644938   0.0000000000   0.0000000000	  0.14535103882099298        43.863367132158658     
   0.9970000000   0.1526698017     6.3866978753   0.0000000000   0.0000000000	   0.1800100496   0.0000000000   0.0000000000	  0.14534703113966974        43.941027382810283     
   0.9990000000   0.1529604918     6.3978069625   0.0000000000   0.0000000000	   0.1800555250   0.0000000000   0.0000000000	  0.14534305177227361        44.018664012400180     
   1.0010000000   0.1532511739     6.4089132473   0.0000000000   0.0000000000	   0.1801009203   0.0000000000   0.0000000000	  0.14533910055165719        44.096277071523062     
   1.0210000000   0.1561575713     6.5198233115   0.0000000000   0.0000000000	   0.1805505326   0.0000000000   0.0000000000	  0.14530110120796508        44.871121122601231     
   1.0410000000   0.1590632353     6.6304598934   0.0000000000   0.0000000000	   0.1809924582   0.0000000000   0.0000000000	  0.14526574463478750        45.643657491761644     
   1.0610000000   0.1619682175     6.7408289337   0.0000000000   0.0000000000	   0.1814269772   0.0000000000   0.0000000000	  0.14523288510023732        46.413929800074960     
   1.0810000000   0.1648725664     6.8509361374   0.0000000000   0.0000000000	   0.1818543543   0.0000000000   0.0000000000	  0.14520238693413984        47.181980145392302     
   1.1010000000   0.1677763277     6.9607869632   0.0000000000   0.0000000000	   0.1822748397   0.0000000000   0.0000000000	  0.14517412368414634        47.947849014321626     
   1.1210000000   0.1706795451     7.0703866778   0.0000000000   0.0000000000	   0.1826886709   0.0000000000   0.0000000000	  0.14514797733943430        48.711575644329166     
   1.1410000000   0.1735822598     7.1797403374   0.0000000000   0.0000000000	   0.1830960728   0.0000000000   0.0000000000	  0.14512383764954415        49.473197881948707     
   1.1610000000   0.1764845109     7.2888528074   0.0000000000   0.0000000000	   0.1834972588   0.0000000000   0.0000000000	  0.14510160149598428        50.232752307447349     
   1.1810000000   0.1793863390     7.3977287782   0.0000000000   0.0027101808	   0.1838924323   0.0000000000   0.0000000000	  0.14508549410980065        50.988755447686358     
   1.2010000000   0.1822886357     7.5063727291   0.0000000000   0.0134672864	   0.1842819008   0.0000000000   0.0000000000	  0.14516528417824112        51.709145003883798     
   1.2210000000   0.1851937334     7.6147888775   0.0000000000   0.0240801944	   0.1846661485   0.0000000000   0.0000000000	  0.14536263848055403        52.384773398815312     
   1.2410000000   0.1881038172     7.7229810819   0.0000000000   0.0345611656	   0.1850456193   0.0000000000   0.0000000000	  0.14566146514839964        53.020070023826619     
   1.2610000000   0.1910207787     7.8309529449   0.0000000000   0.0449208904	   0.1854207003   0.0000000000   0.0000000000	  0.14604836238130164        53.618902788027981     
   1.2810000000   0.1939462635     7.9387078085   0.0000000000   0.0551687424	   0.1857917308   0.0000000000   0.0000000000	  0.14651206406961684        54.184669766854853     
   1.3010000000   0.1968817093     8.0462487855   0.0000000000   0.0653129838	   0.1861590101   0.0000000000   0.0000000000	  0.14704301893000438        54.720372609799583     
   1.3210000000   0.1998283778     8.1535788211   0.0000000000   0.0753609354	   0.1865228032   0.0000000000   0.0000000000	  0.14763306719097768        55.228675907059142     
   1.3410000000   0.2027873790     8.2607006703   0.0000000000   0.0853191083	   0.1868833457   0.0000000000   0.0000000000	  0.14827518771901704        55.711955569721653     
   1.3610000000   0.2057596918     8.3676169304   0.0000000000   0.0951933169	   0.1872408482   0.0000000000   0.0000000000	  0.14896329973005396        56.172338727761137     
   1.3810000000   0.2087461820     8.4743300643   0.0000000000   0.1049887726	   0.1875954995   0.0000000000   0.0000000000	  0.14969210518455461        56.611736830602482     
   1.4010000000   0.2117476162     8.5808424195   0.0000000000   0.1147101623	   0.1879474691   0.0000000000   0.0000000000	  0.15045696240233164        57.031873317460906     
   1.4210000000   0.2147646734     8.6871562104   0.0000000000   0.1243617107	   0.1882969101   0.0000000000   0.0000000000	  0.15125378326006247        57.434306918707286     
   1.4410000000   0.2177979564     8.7932735750   0.0000000000   0.1339472402	   0.1886439608   0.0000000000   0.0000000000	  0.15207895066895577        57.820451392551263     
   1.4610000000   0.2208479989     8.8991965272   0.0000000000   0.1434702132	   0.1889887467   0.0000000000   0.0000000000	  0.15292924915350858        58.191592363433230     
   1.4810000000   0.2239152749     9.0049270284   0.0000000000   0.1529337782	   0.1893313816   0.0000000000   0.0000000000	  0.15380180950265543        58.548901716829249     
   1.5010000000   0.2270002027     9.1104669265   0.0000000000   0.1623407987	   0.1896719693   0.0000000000   0.0000000000	  0.15469406051666243        58.893450052869738     
   1.5210000000   0.2301031530     9.2158180259   0.0000000000   0.1716938892	   0.1900106044   0.0000000000   0.0000000000	  0.15560369091254747        59.226217397834702     
   1.5410000000   0.2332244524     9.3209820638   0.0000000000   0.1809954388	   0.1903473734   0.0000000000   0.0000000000	  0.15652861573258503        59.548102563913631     
   1.5610000000   0.2363643869     9.4259606879   0.0000000000   0.1902476319	   0.1906823555   0.0000000000   0.0000000000	  0.15746694787142634        59.859931339744513     
   1.5810000000   0.2395232080     9.5307555349   0.0000000000   0.1994524750	   0.1910156232   0.0000000000   0.0000000000	  0.15841697579252509        60.162463569487720     
   1.6010000000   0.2427011337     9.6353681625   0.0000000000   0.2086118078	   0.1913472432   0.0000000000   0.0000000000	  0.15937714186257898        60.456399518021790     
   1.6210000000   0.2458983519     9.7398000727   0.0000000000   0.2177273208	   0.1916772766   0.0000000000   0.0000000000	  0.16034602537258633        60.742385413481919     
   1.6410000000   0.2491150242     9.8440527450   0.0000000000   0.2268005717	   0.1920057799   0.0000000000   0.0000000000	  0.16132232817011349        61.021018334036640     
   1.6610000000   0.2523512866     9.9481276035   0.0000000000   0.2358329949	   0.1923328051   0.0000000000   0.0000000000	  0.16230486103233113        61.292850628497163     
   1.6810000000   0.2556072530    10.0520260474   0.0000000000   0.2448259147	   0.1926583999   0.0000000000   0.0000000000	  0.16329253298495250        61.558393783426794     
   1.7010000000   0.2588830153    10.1557494101   0.0000000000   0.2537805513	   0.1929826087   0.0000000000   0.0000000000	  0.16428434067236655        61.818121973919041     
   1.7210000000   0.2621786478    10.2592990385   0.0000000000   0.2626980365	   0.1933054725   0.0000000000   0.0000000000	  0.16527936134816171        62.072475079819249     
   1.7410000000   0.2654942057    10.3626762147   0.0000000000   0.2715794148	   0.1936270289   0.0000000000   0.0000000000	  0.16627674376229529        62.321861616180534     
   1.7610000000   0.2688297280    10.4658821824   0.0000000000   0.2804256521	   0.1939473131   0.0000000000   0.0000000000	  0.16727570203950479        62.566661235184682     
   1.7810000000   0.2721852393    10.5689181928   0.0000000000   0.2892376469	   0.1942663574   0.0000000000   0.0000000000	  0.16827551075659927        62.807226941484160     
   1.8010000000   0.2755607493    10.6717854385   0.0000000000   0.2980162295	   0.1945841921   0.0000000000   0.0000000000	  0.16927549838300490        63.043887275287091     
   1.8210000000   0.2789562562    10.7744851252   0.0000000000   0.3067621736	   0.1949008450   0.0000000000   0.0000000000	  0.17027504411936054        63.276948075090928     
   1.8410000000   0.2823717445    10.8770183923   0.0000000000   0.3154761942	   0.1952163422   0.0000000000   0.0000000000	  0.17127357214907729        63.506694324167448     
   1.8610000000   0.2858071888    10.9793863834   0.0000000000   0.3241589582	   0.1955307076   0.0000000000   0.0000000000	  0.17227054938823766        63.733391588743011     
   1.8810000000   0.2892625530    11.0815902128   0.0000000000   0.3328110850	   0.1958439639   0.0000000000   0.0000000000	  0.17326548148266926        63.957287498506545     
   1.9010000000   0.2927377912    11.1836309718   0.0000000000   0.3414331507	   0.1961561317   0.0000000000   0.0000000000	  0.17425790995939291        64.178613036188054     
   1.9210000000   0.2962328499    11.2855097635   0.0000000000   0.3500256946	   0.1964672307   0.0000000000   0.0000000000	  0.17524741024902274        64.397583664311867     
   1.9410000000   0.2997476655    11.3872276184   0.0000000000   0.3585892145	   0.1967772789   0.0000000000   0.0000000000	  0.17623358752112508        64.614400572557713     
   1.9610000000   0.3032821688    11.4887856089   0.0000000000   0.3671241798	   0.1970862932   0.0000000000   0.0000000000	  0.17721607682339865        64.829251469891716     
   1.9810000000   0.3068362819    11.5901847456   0.0000000000   0.3756310246	   0.1973942894   0.0000000000   0.0000000000	  0.17819453895170820        65.042311699387099     
   2.0010000000   0.3104099212    11.6914260484   0.0000000000   0.3841101563	   0.1977012822   0.0000000000   0.0000000000	  0.17916866006947338        65.253744956533012     
   2.0210000000   0.3140029973    11.7925105207   0.0000000000   0.3925619557	   0.1980072855   0.0000000000   0.0000000000	  0.18013814951554410        65.463704120449378     
   2.0410000000   0.3176154144    11.8934391388   0.0000000000   0.4009867777	   0.1983123120   0.0000000000   0.0000000000	  0.18110273804255578        65.672331999846222     
   2.0610000000   0.3212470729    11.9942129041   0.0000000000   0.4093849579	   0.1986163739   0.0000000000   0.0000000000	  0.18206217748694148        65.879761901418249     
   2.0810000000   0.3248978657    12.0948327243   0.0000000000   0.4177568037	   0.1989194824   0.0000000000   0.0000000000	  0.18301623703229991        66.086118480177618     
   2.1010000000   0.3285676847    12.1952995929   0.0000000000   0.4261026116	   0.1992216481   0.0000000000   0.0000000000	  0.18396470569830242        66.291517965833989     
   2.1210000000   0.3322564157    12.2956144359   0.0000000000   0.4344226552	   0.1995228811   0.0000000000   0.0000000000	  0.18490738809221940        66.496068993189709     
   2.1410000000   0.3359639408    12.3957781707   0.0000000000   0.4427171918	   0.1998231905   0.0000000000   0.0000000000	  0.18584410458516090        66.699872984058715     
   2.1610000000   0.3396901384    12.4957916907   0.0000000000   0.4509864622	   0.2001225851   0.0000000000   0.0000000000	  0.18677469006234462        66.903024636266252     
   2.1810000000   0.3434348863    12.5956559520   0.0000000000   0.4592306988	   0.2004210734   0.0000000000   0.0000000000	  0.18769899479945759        67.105612182166141     
   2.2010000000   0.3471980554    12.6953717987   0.0000000000   0.4674501126	   0.2007186630   0.0000000000   0.0000000000	  0.18861688007220437        67.307718131097374     
   2.2210000000   0.3509795177    12.7949401504   0.0000000000   0.4756449095	   0.2010153613   0.0000000000   0.0000000000	  0.18952822122460694        67.509419271194389     
   2.2410000000   0.3547791403    12.8943618669   0.0000000000   0.4838152796	   0.2013111752   0.0000000000   0.0000000000	  0.19043290418373962        67.710787283272396     
   2.2610000000   0.3585967892    12.9936378130   0.0000000000   0.4919614042	   0.2016061113   0.0000000000   0.0000000000	  0.19133082611131874        67.911888936533785     
   2.2810000000   0.3624323277    13.0927688364   0.0000000000   0.5000834541	   0.2019001757   0.0000000000   0.0000000000	  0.19222189432947975        68.112786433872387     
   2.3010000000   0.3662856180    13.1917557842   0.0000000000   0.5081815918	   0.2021933744   0.0000000000   0.0000000000	  0.19310602606274196        68.313537661967260     
   2.3210000000   0.3701565215    13.2905995202   0.0000000000   0.5162559736	   0.2024857130   0.0000000000   0.0000000000	  0.19398314822734239        68.514196421727107     
   2.3410000000   0.3740448970    13.3893008667   0.0000000000   0.5243067458	   0.2027771967   0.0000000000   0.0000000000	  0.19485319573909379        68.714812789597289     
   2.3610000000   0.3779506024    13.4878606481   0.0000000000   0.5323340482	   0.2030678308   0.0000000000   0.0000000000	  0.19571611189783564        68.915433263625744     
   2.3810000000   0.3818734938    13.5862796591   0.0000000000   0.5403380126	   0.2033576198   0.0000000000   0.0000000000	  0.19657184728443311        69.116101042725020     
   2.4010000000   0.3858134276    13.6845587215   0.0000000000   0.5483187675	   0.2036465686   0.0000000000   0.0000000000	  0.19742036047071027        69.316856117738666     
   2.4210000000   0.3897702599    13.7826986538   0.0000000000   0.5562764365	   0.2039346815   0.0000000000   0.0000000000	  0.19826161698347947        69.517735522815229     
   2.4410000000   0.3937438436    13.8807002150   0.0000000000   0.5642111337	   0.2042219627   0.0000000000   0.0000000000	  0.19909558779565617        69.718773623578883     
   2.4610000000   0.3977340343    13.9785642265   0.0000000000   0.5721229744	   0.2045084164   0.0000000000   0.0000000000	  0.19992225139218342        69.920002046743264     
   2.4810000000   0.4017406851    14.0762914536   0.0000000000   0.5800120656	   0.2047940464   0.0000000000   0.0000000000	  0.20074159104918385        70.121450069525352     
   2.5010000000   0.4057636497    14.1738826772   0.0000000000   0.5878785122	   0.2050788565   0.0000000000   0.0000000000	  0.20155359593689287        70.323144627353088     
   2.5210000000   0.4098027803    14.2713386391   0.0000000000   0.5957224130	   0.2053628504   0.0000000000   0.0000000000	  0.20235825971648683        70.525110559355227     
   2.5410000000   0.4138579308    14.3686601148   0.0000000000   0.6035438669	   0.2056460315   0.0000000000   0.0000000000	  0.20315558168346873        70.727370598173550     
   2.5610000000   0.4179289542    14.4658478593   0.0000000000   0.6113429684	   0.2059284034   0.0000000000   0.0000000000	  0.20394556540693215        70.929945598227945     
   2.5810000000   0.4220157045    14.5629026294   0.0000000000   0.6191198101	   0.2062099693   0.0000000000   0.0000000000	  0.20472821890233095        71.132854608199438     
   2.6010000000   0.4261180345    14.6598251550   0.0000000000   0.6268744806	   0.2064907325   0.0000000000   0.0000000000	  0.20550355381571692        71.336115034478397     
   2.6210000000   0.4302357977    14.7566161623   0.0000000000   0.6346070663	   0.2067706961   0.0000000000   0.0000000000	  0.20627158563123021        71.539742699557138     
   2.6410000000   0.4343688489    14.8532763968   0.0000000000   0.6423176536	   0.2070498633   0.0000000000   0.0000000000	  0.20703233389114237        71.743751894539614     
   2.6610000000   0.4385170433    14.9498065957   0.0000000000   0.6500063268	   0.2073282370   0.0000000000   0.0000000000	  0.20778582142786442        71.948155523414471     
