0
3500
#  eps (GeV/fm^3)     P (GeV/fm^3)     s (fm^-3)     n_b (fm^-3)   x               T (GeV)        mu_b (GeV)     mu_s (GeV)      c_2^2            deps/dT|(n/s)
     0.0770000000     0.0124023934     0.7059357415  0.0000000000  0.0000000000    0.1063137161   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.0790000000     0.0127410859     0.7216984471  0.0000000000  0.0000000000    0.1071164858   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.0810000000     0.0130799163     0.7374030485  0.0000000000  0.0000000000    0.1079050489   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.0830000000     0.0134188931     0.7530511732  0.0000000000  0.0000000000    0.1086800934   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.0850000000     0.0137580248     0.7686443626  0.0000000000  0.0000000000    0.1094422572   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.0870000000     0.0140973196     0.7841840794  0.0000000000  0.0000000000    0.1101921330   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.0890000000     0.0144367858     0.7996717125  0.0000000000  0.0000000000    0.1109302722   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.0910000000     0.0147764311     0.8151085828  0.0000000000  0.0000000000    0.1116571884   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.0930000000     0.0151162634     0.8304959474  0.0000000000  0.0000000000    0.1123733611   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.0950000000     0.0154562901     0.8458350046  0.0000000000  0.0000000000    0.1130792384   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.0970000000     0.0157965184     0.8611268974  0.0000000000  0.0000000000    0.1137752395   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.0990000000     0.0161369552     0.8763727173  0.0000000000  0.0000000000    0.1144617574   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1010000000     0.0164776075     0.8915735076  0.0000000000  0.0000000000    0.1151391607   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1030000000     0.0168184815     0.9067302664  0.0000000000  0.0000000000    0.1158077957   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1050000000     0.0171595835     0.9218439496  0.0000000000  0.0000000000    0.1164679882   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1070000000     0.0175009195     0.9369154732  0.0000000000  0.0000000000    0.1171200448   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1090000000     0.0178424953     0.9519457159  0.0000000000  0.0000000000    0.1177642546   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1110000000     0.0181843163     0.9669355210  0.0000000000  0.0000000000    0.1184008905   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1130000000     0.0185263877     0.9818856990  0.0000000000  0.0000000000    0.1190302102   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1150000000     0.0188687145     0.9967970288  0.0000000000  0.0000000000    0.1196524573   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1170000000     0.0192113016     1.0116702600  0.0000000000  0.0000000000    0.1202678627   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1190000000     0.0195541534     1.0265061137  0.0000000000  0.0000000000    0.1208766448   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1210000000     0.0198972743     1.0413052857  0.0000000000  0.0000000000    0.1214790107   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1230000000     0.0202406683     1.0560684459  0.0000000000  0.0000000000    0.1220751574   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1250000000     0.0205843394     1.0707962405  0.0000000000  0.0000000000    0.1226652716   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1270000000     0.0209282913     1.0854892936  0.0000000000  0.0000000000    0.1232495311   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1290000000     0.0212725274     1.1001482077  0.0000000000  0.0000000000    0.1238281048   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1310000000     0.0216170511     1.1147735650  0.0000000000  0.0000000000    0.1244011539   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1330000000     0.0219618655     1.1293659285  0.0000000000  0.0000000000    0.1249688318   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1350000000     0.0223069735     1.1439258428  0.0000000000  0.0000000000    0.1255312848   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1370000000     0.0226523778     1.1584538349  0.0000000000  0.0000000000    0.1260886528   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1390000000     0.0229980812     1.1729504154  0.0000000000  0.0000000000    0.1266410692   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1410000000     0.0233440860     1.1874160787  0.0000000000  0.0000000000    0.1271886616   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1430000000     0.0236903945     1.2018513041  0.0000000000  0.0000000000    0.1277315520   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1450000000     0.0240370089     1.2162565564  0.0000000000  0.0000000000    0.1282698574   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1470000000     0.0243839312     1.2306322867  0.0000000000  0.0000000000    0.1288036896   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1490000000     0.0247311631     1.2449789327  0.0000000000  0.0000000000    0.1293331559   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1510000000     0.0250787066     1.2592969193  0.0000000000  0.0000000000    0.1298583592   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1530000000     0.0254265630     1.2735866594  0.0000000000  0.0000000000    0.1303793983   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1550000000     0.0257747340     1.2878485544  0.0000000000  0.0000000000    0.1308963679   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1570000000     0.0261232209     1.3020829943  0.0000000000  0.0000000000    0.1314093593   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1590000000     0.0264720249     1.3162903585  0.0000000000  0.0000000000    0.1319184599   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1610000000     0.0268211471     1.3304710162  0.0000000000  0.0000000000    0.1324237542   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1630000000     0.0271705887     1.3446253266  0.0000000000  0.0000000000    0.1329253232   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1650000000     0.0275203505     1.3587536396  0.0000000000  0.0000000000    0.1334232451   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1670000000     0.0278704333     1.3728562959  0.0000000000  0.0000000000    0.1339175950   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1690000000     0.0282208380     1.3869336280  0.0000000000  0.0000000000    0.1344084457   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1710000000     0.0285715651     1.4009859582  0.0000000000  0.0000000000    0.1348958671   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1730000000     0.0289226153     1.4150136027  0.0000000000  0.0000000000    0.1353799268   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1750000000     0.0292739889     1.4290168690  0.0000000000  0.0000000000    0.1358606899   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1770000000     0.0296256866     1.4429960572  0.0000000000  0.0000000000    0.1363382196   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1790000000     0.0299777085     1.4569514602  0.0000000000  0.0000000000    0.1368125767   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1810000000     0.0303300549     1.4708833640  0.0000000000  0.0000000000    0.1372838200   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1830000000     0.0306827261     1.4847920475  0.0000000000  0.0000000000    0.1377520067   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1850000000     0.0310357222     1.4986777834  0.0000000000  0.0000000000    0.1382171918   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1870000000     0.0313890433     1.5125408381  0.0000000000  0.0000000000    0.1386794287   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1890000000     0.0317426893     1.5263814719  0.0000000000  0.0000000000    0.1391387691   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1910000000     0.0320966603     1.5401999392  0.0000000000  0.0000000000    0.1395952631   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1930000000     0.0324509560     1.5539964887  0.0000000000  0.0000000000    0.1400489593   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1950000000     0.0328055765     1.5677713636  0.0000000000  0.0000000000    0.1404999048   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1970000000     0.0331605215     1.5815248019  0.0000000000  0.0000000000    0.1409481453   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.1990000000     0.0335157908     1.5952570365  0.0000000000  0.0000000000    0.1413937252   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2010000000     0.0338713839     1.6089682953  0.0000000000  0.0000000000    0.1418366876   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2030000000     0.0342273008     1.6226588013  0.0000000000  0.0000000000    0.1422770742   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2050000000     0.0345835408     1.6363287728  0.0000000000  0.0000000000    0.1427149259   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2070000000     0.0349401038     1.6499784240  0.0000000000  0.0000000000    0.1431502821   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2090000000     0.0352969891     1.6636079641  0.0000000000  0.0000000000    0.1435831811   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2110000000     0.0356541963     1.6772175986  0.0000000000  0.0000000000    0.1440136606   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2130000000     0.0360117250     1.6908075286  0.0000000000  0.0000000000    0.1444417567   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2150000000     0.0363695744     1.7043779513  0.0000000000  0.0000000000    0.1448675049   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2170000000     0.0367277442     1.7179290599  0.0000000000  0.0000000000    0.1452909398   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2190000000     0.0370862336     1.7314610441  0.0000000000  0.0000000000    0.1457120948   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2210000000     0.0374450420     1.7449740898  0.0000000000  0.0000000000    0.1461310027   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2230000000     0.0378041688     1.7584683793  0.0000000000  0.0000000000    0.1465476955   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2250000000     0.0381636133     1.7719440915  0.0000000000  0.0000000000    0.1469622041   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2270000000     0.0385233748     1.7854014020  0.0000000000  0.0000000000    0.1473745590   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2290000000     0.0388834525     1.7988404831  0.0000000000  0.0000000000    0.1477847896   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2310000000     0.0392438456     1.8122615039  0.0000000000  0.0000000000    0.1481929250   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2330000000     0.0396045535     1.8256646306  0.0000000000  0.0000000000    0.1485989931   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2350000000     0.0399655754     1.8390500262  0.0000000000  0.0000000000    0.1490030217   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2370000000     0.0403269103     1.8524178509  0.0000000000  0.0000000000    0.1494050374   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2390000000     0.0406885575     1.8657682619  0.0000000000  0.0000000000    0.1498050665   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2410000000     0.0410228762     1.8791017479  0.0000000000  0.0000000000    0.1500838773   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2430000000     0.0413306788     1.8924203793  0.0000000000  0.0000000000    0.1502471025   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2450000000     0.0416383075     1.9057246043  0.0000000000  0.0000000000    0.1504090921   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2470000000     0.0419457647     1.9190145623  0.0000000000  0.0000000000    0.1505698656   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2490000000     0.0422530527     1.9322903901  0.0000000000  0.0000000000    0.1507294422   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2510000000     0.0425601738     1.9455522223  0.0000000000  0.0000000000    0.1508878407   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2530000000     0.0428671301     1.9588001907  0.0000000000  0.0000000000    0.1510450793   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2550000000     0.0431739240     1.9720344253  0.0000000000  0.0000000000    0.1512011759   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2570000000     0.0434805575     1.9852550535  0.0000000000  0.0000000000    0.1513561479   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2590000000     0.0437870328     1.9984622006  0.0000000000  0.0000000000    0.1515100124   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2610000000     0.0440933519     2.0116559896  0.0000000000  0.0000000000    0.1516627860   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2630000000     0.0443995168     2.0248365417  0.0000000000  0.0000000000    0.1518144850   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2650000000     0.0447055296     2.0380039758  0.0000000000  0.0000000000    0.1519651253   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2670000000     0.0450113921     2.0511584090  0.0000000000  0.0000000000    0.1521147224   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2690000000     0.0453171063     2.0642999563  0.0000000000  0.0000000000    0.1522632916   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2710000000     0.0456226741     2.0774287309  0.0000000000  0.0000000000    0.1524108478   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2730000000     0.0459280973     2.0905448441  0.0000000000  0.0000000000    0.1525574054   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2750000000     0.0462333777     2.1036484054  0.0000000000  0.0000000000    0.1527029787   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2770000000     0.0465385171     2.1167395226  0.0000000000  0.0000000000    0.1528475817   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2790000000     0.0468435173     2.1298183016  0.0000000000  0.0000000000    0.1529912279   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2810000000     0.0471483799     2.1428848468  0.0000000000  0.0000000000    0.1531339308   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2830000000     0.0474531066     2.1559392610  0.0000000000  0.0000000000    0.1532757033   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2850000000     0.0477576991     2.1689816451  0.0000000000  0.0000000000    0.1534165583   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2870000000     0.0480621591     2.1820120988  0.0000000000  0.0000000000    0.1535565083   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2890000000     0.0483664880     2.1950307199  0.0000000000  0.0000000000    0.1536955656   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2910000000     0.0486706876     2.2080376050  0.0000000000  0.0000000000    0.1538337421   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2930000000     0.0489747592     2.2210328490  0.0000000000  0.0000000000    0.1539710497   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2950000000     0.0492787045     2.2340165456  0.0000000000  0.0000000000    0.1541074998   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2970000000     0.0495825249     2.2469887869  0.0000000000  0.0000000000    0.1542431039   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.2990000000     0.0498862219     2.2599496636  0.0000000000  0.0000000000    0.1543778729   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3010000000     0.0501897969     2.2728992654  0.0000000000  0.0000000000    0.1545118177   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3030000000     0.0504932513     2.2858376802  0.0000000000  0.0000000000    0.1546449489   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3050000000     0.0507965866     2.2987649950  0.0000000000  0.0000000000    0.1547772771   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3070000000     0.0510998041     2.3116812953  0.0000000000  0.0000000000    0.1549088124   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3090000000     0.0514029051     2.3245866655  0.0000000000  0.0000000000    0.1550395648   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3110000000     0.0517058910     2.3374811887  0.0000000000  0.0000000000    0.1551695443   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3130000000     0.0520087631     2.3503649470  0.0000000000  0.0000000000    0.1552987605   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3150000000     0.0523115226     2.3632380211  0.0000000000  0.0000000000    0.1554272228   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3170000000     0.0526141708     2.3761004907  0.0000000000  0.0000000000    0.1555549406   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3190000000     0.0529167090     2.3889524344  0.0000000000  0.0000000000    0.1556819230   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3210000000     0.0532191383     2.4017939296  0.0000000000  0.0000000000    0.1558081789   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3230000000     0.0535214601     2.4146250528  0.0000000000  0.0000000000    0.1559337172   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3250000000     0.0538236754     2.4274458794  0.0000000000  0.0000000000    0.1560585464   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3270000000     0.0541257854     2.4402564836  0.0000000000  0.0000000000    0.1561826750   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3290000000     0.0544277913     2.4530569389  0.0000000000  0.0000000000    0.1563061114   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3310000000     0.0547296942     2.4658473175  0.0000000000  0.0000000000    0.1564288638   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3330000000     0.0550314952     2.4786276909  0.0000000000  0.0000000000    0.1565509401   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3350000000     0.0553331954     2.4913981295  0.0000000000  0.0000000000    0.1566723483   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3370000000     0.0556347959     2.5041587028  0.0000000000  0.0000000000    0.1567930960   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3390000000     0.0559362978     2.5169094795  0.0000000000  0.0000000000    0.1569131909   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3410000000     0.0562377020     2.5296505272  0.0000000000  0.0000000000    0.1570326406   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3430000000     0.0565390097     2.5423819128  0.0000000000  0.0000000000    0.1571514522   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3450000000     0.0568402218     2.5551037023  0.0000000000  0.0000000000    0.1572696331   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3470000000     0.0571413394     2.5678159607  0.0000000000  0.0000000000    0.1573871903   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3490000000     0.0574423633     2.5805187524  0.0000000000  0.0000000000    0.1575041309   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3510000000     0.0577432947     2.5932121410  0.0000000000  0.0000000000    0.1576204616   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3530000000     0.0580441344     2.6058961890  0.0000000000  0.0000000000    0.1577361892   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3550000000     0.0583448834     2.6185709584  0.0000000000  0.0000000000    0.1578513204   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3570000000     0.0586455427     2.6312365103  0.0000000000  0.0000000000    0.1579658617   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3590000000     0.0589461131     2.6438929052  0.0000000000  0.0000000000    0.1580798194   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3610000000     0.0592465955     2.6565402026  0.0000000000  0.0000000000    0.1581931999   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3630000000     0.0595469909     2.6691784616  0.0000000000  0.0000000000    0.1583060095   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
     0.3650000000     0.0598473000     2.6818077402  0.0000000000  0.0000000000    0.1584182541   0.0000000000   0.0000000000     0.00000000000000000       0.00000000000000000
